id,author,genre,title,word,frequency,rank,log_rank,log_freq
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,ces,84,29,1.462397997898956,1.9242792860618816
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,où,83,30,1.4771212547196624,1.919078092376074
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,sous,83,30,1.4771212547196624,1.919078092376074
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,peu,83,30,1.4771212547196624,1.919078092376074
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,femme,81,33,1.5185139398778875,1.9084850188786497
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,semblait,79,34,1.5314789170422551,1.8976270912904414
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,encore,77,35,1.5440680443502757,1.8864907251724818
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,fille,74,36,1.5563025007672873,1.8692317197309762
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,baronne,74,36,1.5563025007672873,1.8692317197309762
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,vers,73,38,1.5797835966168101,1.863322860120456
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,dit,73,38,1.5797835966168101,1.863322860120456
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,bras,72,40,1.6020599913279625,1.8573324964312685
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,yeux,71,41,1.6127838567197355,1.8512583487190752
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,quon,69,42,1.6232492903979006,1.8388490907372552
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,cur,69,42,1.6232492903979006,1.8388490907372552
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,tête,68,44,1.6434526764861874,1.8325089127062364
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,dont,67,45,1.6532125137753437,1.8260748027008264
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,petit,65,46,1.662757831681574,1.8129133566428555
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,toujours,65,46,1.662757831681574,1.8129133566428555
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,même,65,46,1.662757831681574,1.8129133566428555
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,temps,64,49,1.6901960800285136,1.806179973983887
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,mains,63,50,1.6989700043360187,1.7993405494535817
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,faire,62,51,1.7075701760979363,1.792391689498254
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,voix,62,51,1.7075701760979363,1.792391689498254
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,devant,61,53,1.7242758696007892,1.7853298350107671
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,rosalie,61,53,1.7242758696007892,1.7853298350107671
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,tous,60,55,1.7403626894942439,1.7781512503836436
realism_1,maupassant,realism,maupassant_Maupassant_Une_vie.epub,chambre,58,56,1.7481880270062005,1.7634279935629373
